INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
232001318,1831,,SICK ASSIST,E5,550,0,2023-01-05 00:00:00+00,2023,1,Thursday,0,,JUNE ST,42.27538417064404,-71.13632732798548,"(42.27538417064404, -71.13632732798548)"
232001567,801,,ASSAULT - SIMPLE,D4, ,0,2023-01-06 21:55:00+00,2023,1,Friday,21,,BOYLSTON ST,42.348623815554966,-71.08277637086411,"(42.348623815554966, -71.08277637086411)"
232000622,613,,LARCENY SHOPLIFTING,A1,65,0,2023-01-03 13:55:00+00,2023,1,Tuesday,13,,CAMBRIDGE STREET,,,
232001072,2670,,HARASSMENT/ CRIMINAL HARASSMENT,C6, ,0,2023-01-04 09:25:00+00,2023,1,Wednesday,9,,D ST,42.337942613051446,-71.05184093193144,"(42.337942613051446, -71.05184093193144)"
232001629,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,C11,374,0,2023-01-06 20:00:00+00,2023,1,Friday,20,,MONSIGNOR JOHN J. O'DONNELL SQ,42.29042604931299,-71.04850288324222,"(42.29042604931299, -71.04850288324222)"
232000190,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,B3, ,0,2023-01-01 16:55:00+00,2023,1,Sunday,16,,JOHNSTON RD,42.28750525767186,-71.0921214309198,"(42.28750525767186, -71.0921214309198)"
232001245,3811,,M/V ACCIDENT - INVOLVING BICYCLE - NO INJURY,C6,185,0,2023-01-05 17:15:00+00,2023,1,Thursday,17,,MASSACHUSETTS AVE,42.32198656406036,-71.06280665755338,"(42.32198656406036, -71.06280665755338)"
232000536,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,A7, ,0,2023-01-02 10:00:00+00,2023,1,Monday,10,,CONDOR ST,42.38259066544035,-71.03769465495989,"(42.38259066544035, -71.03769465495989)"
232000537,3410,,TOWED MOTOR VEHICLE,C6, ,0,2023-01-03 06:30:00+00,2023,1,Tuesday,6,,P ST,42.33367559219563,-71.02711069948981,"(42.33367559219563, -71.02711069948981)"
232000834,3115,,INVESTIGATE PERSON,D14, ,0,2023-01-04 12:13:00+00,2023,1,Wednesday,12,,PARK VALE AVE,42.351824463885535,-71.13313369007304,"(42.351824463885535, -71.13313369007304)"
232000945,3803,,M/V ACCIDENT - PERSONAL INJURY,B2, ,0,2023-01-04 17:15:00+00,2023,1,Wednesday,17,,COLUMBIA RD,42.31163119504438,-71.06974316294327,"(42.31163119504438, -71.06974316294327)"
232001184,423,,ASSAULT - AGGRAVATED,B3,428,0,2023-01-05 15:20:00+00,2023,1,Thursday,15,,"BLUE HILL AVE & WOOLSON ST
BOSTON  MA 02126
UNITED",42.282380000509704,-71.09198002889083,"(42.282380000509704, -71.09198002889083)"
232000851,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,520,0,2023-01-03 14:00:00+00,2023,1,Tuesday,14,,HYDE PARK AVE,42.256215920402155,-71.12401947329023,"(42.256215920402155, -71.12401947329023)"
232001082,540,,BURGLARY - COMMERICAL,B2, ,0,2023-01-04 18:40:00+00,2023,1,Wednesday,18,,COLUMBIA RD,42.31596900051565,-71.06625300015122,"(42.31596900051565, -71.06625300015122)"
232001433,1831,,SICK ASSIST,B2, ,0,2023-01-06 11:54:00+00,2023,1,Friday,11,,PARKER HILL AVE,42.33093363054242,-71.10956443255984,"(42.33093363054242, -71.10956443255984)"
232001490,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11, ,0,2023-01-06 16:35:00+00,2023,1,Friday,16,,LEONARD ST & DUNCAN ST,42.30165795671326,-71.05785595441995,"(42.30165795671326, -71.05785595441995)"
232001745,3114,,INVESTIGATE PROPERTY,B3, ,1,2023-01-07 17:51:00+00,2023,1,Saturday,17,,NORWELL ST,42.29828416366598,-71.07869447288223,"(42.29828416366598, -71.07869447288223)"
232000179,2662,,BALLISTICS EVIDENCE/FOUND,B3, ,1,2023-01-01 17:01:00+00,2023,1,Sunday,17,,BLUE HILL AVE,42.29330376224452,-71.0885899046847,"(42.29330376224452, -71.0885899046847)"
232000368,3108,,FIRE REPORT,B2, ,0,2023-01-02 14:25:00+00,2023,1,Monday,14,,"CRAWFORD ST & ELM HILL AVE
ROXBURY  MA 02121
UNITE",42.31167497005778,-71.08586302002605,"(42.31167497005778, -71.08586302002605)"
232000972,617,,LARCENY THEFT FROM BUILDING,D4, ,0,2023-01-04 18:56:00+00,2023,1,Wednesday,18,,PARK DR,42.34416700908112,-71.1035910724952,"(42.34416700908112, -71.1035910724952)"
232001077,617,,LARCENY THEFT FROM BUILDING,C11,339,0,2023-01-05 08:00:00+00,2023,1,Thursday,8,,CHURCH ST,42.308715753425574,-71.06039096277703,"(42.308715753425574, -71.06039096277703)"
232001302,3006,,SICK/INJURED/MEDICAL - PERSON,D4,135,0,2023-01-05 21:34:00+00,2023,1,Thursday,21,,BEACON ST,42.35218613361747,-71.08452171291772,"(42.35218613361747, -71.08452171291772)"
232000089,3410,,TOWED MOTOR VEHICLE,D4, ,0,2023-01-01 10:30:00+00,2023,1,Sunday,10,,QUEENSBERRY ST,42.343144062866315,-71.09589304652131,"(42.343144062866315, -71.09589304652131)"
232000421,3115,,INVESTIGATE PERSON,C11,355,0,2023-01-02 14:30:00+00,2023,1,Monday,14,,GIBSON ST,42.29755532959655,-71.05970910242573,"(42.29755532959655, -71.05970910242573)"
232001134,3502,,MISSING PERSON - LOCATED,E5,910,0,2023-01-05 00:00:00+00,2023,1,Thursday,0,,BEECH ST,42.27788736971511,-71.13634482588978,"(42.27788736971511, -71.13634482588978)"
232001110,3801,,M/V ACCIDENT - OTHER,D14, ,0,2023-01-05 11:41:00+00,2023,1,Thursday,11,,PARSONS ST,42.353567619559236,-71.15429850174012,"(42.353567619559236, -71.15429850174012)"
232001581,2905,,VAL - VIOLATION OF AUTO LAW,A1, ,0,2023-01-06 17:45:00+00,2023,1,Friday,17,,"NEW CHARDON ST & BULFINCH PL
BOSTON  MA 02114
UNIT",42.362190002822615,-71.06223998493209,"(42.362190002822615, -71.06223998493209)"
232000303,3201,,PROPERTY - LOST/ MISSING,E18,520,0,2023-01-01 10:30:00+00,2023,1,Sunday,10,,HYDE PARK AVE,42.256215920402155,-71.12401947329023,"(42.256215920402155, -71.12401947329023)"
232000506,3111,,LICENSE PREMISE VIOLATION,D4, ,0,2023-01-03 00:02:00+00,2023,1,Tuesday,0,,IPSWICH ST,42.347504716728864,-71.09346470302427,"(42.347504716728864, -71.09346470302427)"
232000786,3126,,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,D4,627,0,2023-01-04 09:34:00+00,2023,1,Wednesday,9,,BROOKLINE AVE,42.344107176008926,-71.10180259926005,"(42.344107176008926, -71.10180259926005)"
232001740,724,,AUTO THEFT,C11,355,0,2023-01-05 09:00:00+00,2023,1,Thursday,9,,GIBSON ST,42.29755532959655,-71.05970910242573,"(42.29755532959655, -71.05970910242573)"
232001467,3207,,PROPERTY - FOUND,D4,145,0,2023-01-06 02:20:00+00,2023,1,Friday,2,,W NEWTON ST,42.34492261204782,-71.08109885272248,"(42.34492261204782, -71.08109885272248)"
232000094,1831,,SICK ASSIST,E18, ,0,2023-01-01 10:31:00+00,2023,1,Sunday,10,,HYDE PARK AVE,42.261213109768306,-71.1224170608623,"(42.261213109768306, -71.1224170608623)"
232000237,3115,,INVESTIGATE PERSON,D4, ,0,2023-01-01 20:41:00+00,2023,1,Sunday,20,,LATTIMORE CT,42.336766193226524,-71.08205121963285,"(42.336766193226524, -71.08205121963285)"
232000374,2907,,VAL - OPERATING AFTER REV/SUSP.,B3, ,0,2023-01-02 14:30:00+00,2023,1,Monday,14,,BALLOU AVE,42.28396081714725,-71.0839788636504,"(42.28396081714725, -71.0839788636504)"
232000412,3820,,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,B2, ,0,2023-01-02 17:29:00+00,2023,1,Monday,17,,TREMONT ST,42.33239049804923,-71.09968329247396,"(42.33239049804923, -71.09968329247396)"
232000705,423,,ASSAULT - AGGRAVATED,C6, ,0,2023-01-03 19:03:00+00,2023,1,Tuesday,19,,SOUTHAMPTON ST,42.332108429494895,-71.07014394813551,"(42.332108429494895, -71.07014394813551)"
232000807,3410,,TOWED MOTOR VEHICLE,E18, ,0,2023-01-04 09:44:00+00,2023,1,Wednesday,9,,CANTERBURY ST,42.285237267349636,-71.10971211055858,"(42.285237267349636, -71.10971211055858)"
232016755,619,,LARCENY ALL OTHERS,E18,540,0,2023-01-04 19:00:00+00,2023,1,Wednesday,19,,RIVER ST,42.248865957272756,-71.13122255467985,"(42.248865957272756, -71.13122255467985)"
232001310,801,,ASSAULT - SIMPLE,D4,172,0,2023-01-05 21:35:00+00,2023,1,Thursday,21,,ALBANY ST,42.334288406594155,-71.07239517543796,"(42.334288406594155, -71.07239517543796)"
232000260,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2, ,0,2023-01-02 02:31:00+00,2023,1,Monday,2,,COLUMBIA RD,42.303709249674334,-71.08313459328902,"(42.303709249674334, -71.08313459328902)"
232000520,3201,,PROPERTY - LOST/ MISSING,B3,945,0,2023-01-03 00:25:00+00,2023,1,Tuesday,0,,WESTVIEW WAY,42.290301034129776,-71.08399202971958,"(42.290301034129776, -71.08399202971958)"
232000703,1831,,SICK ASSIST,D4,138,0,2023-01-03 19:13:00+00,2023,1,Tuesday,19,,BOYLSTON ST,42.34932471285015,-71.0801480124617,"(42.34932471285015, -71.0801480124617)"
232000872,2670,,HARASSMENT/ CRIMINAL HARASSMENT,D14,778,0,2023-01-04 14:21:00+00,2023,1,Wednesday,14,,WASHINGTON ST,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)"
232010064,619,,LARCENY ALL OTHERS,A1,77,0,2023-01-05 11:44:00+00,2023,1,Thursday,11,,SUDBURY STREET,,,
232003156,1831,,SICK ASSIST,A1, ,0,2023-01-12 19:28:00+00,2023,1,Thursday,19,,CAMBRIDGE ST,42.36112328977834,-71.0657740917068,"(42.36112328977834, -71.0657740917068)"
232000101,1831,,SICK ASSIST,C11, ,0,2023-01-01 10:45:00+00,2023,1,Sunday,10,,FREEPORT WAY,42.306375051091294,-71.05684277931229,"(42.306375051091294, -71.05684277931229)"
232000243,3820,,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,C11, ,0,2023-01-01 20:51:00+00,2023,1,Sunday,20,,WASHINGTON ST,42.292129740490964,-71.07175745693645,"(42.292129740490964, -71.07175745693645)"
232000414,1832,,SICK ASSIST - DRUG RELATED ILLNESS,D4,130,0,2023-01-02 17:30:00+00,2023,1,Monday,17,,"DARTMOUTH ST & STUART ST
BOSTON  MA 02116
UNITED S",42.34854796331058,-71.07653902991377,"(42.34854796331058, -71.07653902991377)"
232000796,3802,,M/V ACCIDENT - PROPERTY DAMAGE,A7, ,0,2023-01-04 09:48:00+00,2023,1,Wednesday,9,,MAVERICK ST,42.36987781773681,-71.03832687198678,"(42.36987781773681, -71.03832687198678)"
232000948,3201,,PROPERTY - LOST/ MISSING,E5,691,0,2023-01-04 14:30:00+00,2023,1,Wednesday,14,,CENTRE ST,42.28709355259107,-71.14822128377165,"(42.28709355259107, -71.14822128377165)"
232001296,3114,,INVESTIGATE PROPERTY,C11, ,0,2023-01-05 00:00:00+00,2023,1,Thursday,0,,GIBSON ST,42.29755532959655,-71.05970910242573,"(42.29755532959655, -71.05970910242573)"
232001343,3301,,VERBAL DISPUTE,D4,170,0,2023-01-06 02:21:00+00,2023,1,Friday,2,,W SPRINGFIELD ST,42.33739824250481,-71.076821063853,"(42.33739824250481, -71.076821063853)"
232002369,3201,,PROPERTY - LOST/ MISSING,C11,355,0,2023-01-06 02:40:00+00,2023,1,Friday,2,,GIBSON STREET,,,
232002307,616,,LARCENY THEFT OF BICYCLE,A1, ,0,2023-01-06 15:00:00+00,2023,1,Friday,15,,PHILLIPS ST,42.36027809483424,-71.06899804851336,"(42.36027809483424, -71.06899804851336)"
232000097,724,,AUTO THEFT,C11, ,0,2023-01-01 10:50:00+00,2023,1,Sunday,10,,AUCKLAND ST,42.313964390796656,-71.05568327184338,"(42.313964390796656, -71.05568327184338)"
232000911,617,,LARCENY THEFT FROM BUILDING,D14,778,0,2023-01-02 10:00:00+00,2023,1,Monday,10,,WASHINGTON ST,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)"
232000434,724,,AUTO THEFT,D14,808,0,2023-01-02 17:45:00+00,2023,1,Monday,17,,LINCOLN ST,42.35779133459541,-71.13937053369868,"(42.35779133459541, -71.13937053369868)"
232002654,2905,,VAL - VIOLATION OF AUTO LAW,A1, ,0,2023-01-04 17:16:00+00,2023,1,Wednesday,17,,CHAUNCY ST,42.35285118040311,-71.06096411490165,"(42.35285118040311, -71.06096411490165)"
232001348,3201,,PROPERTY - LOST/ MISSING,C6, ,0,2023-01-06 02:51:00+00,2023,1,Friday,2,,DR. MICHAEL GAVIN WAY,42.32614558734646,-71.0534914437945,"(42.32614558734646, -71.0534914437945)"
232000302,3114,,INVESTIGATE PROPERTY,D4,167,0,2023-01-01 03:10:00+00,2023,1,Sunday,3,,HARRISON AVE,42.33954198983014,-71.06940876967543,"(42.33954198983014, -71.06940876967543)"
232000181,3801,,M/V ACCIDENT - OTHER,D14, ,0,2023-01-01 17:02:00+00,2023,1,Sunday,17,,CAMBRIDGE ST,42.35393492457375,-71.13652594523757,"(42.35393492457375, -71.13652594523757)"
232000308,3115,,INVESTIGATE PERSON,D4,133,0,2023-01-02 10:05:00+00,2023,1,Monday,10,,NEWBURY ST,42.3517617903338,-71.07452167494773,"(42.3517617903338, -71.07452167494773)"
232000749,2905,,VAL - VIOLATION OF AUTO LAW,C11, ,0,2023-01-04 00:32:00+00,2023,1,Wednesday,0,,"WASHINGTON ST & DAKOTA ST
DORCHESTER  MA 02124
UNI",42.29847597914368,-71.07303196188388,"(42.29847597914368, -71.07303196188388)"
232000884,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,465,0,2023-01-04 14:30:00+00,2023,1,Wednesday,14,,BLUE HILL AVE,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
232004930,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,355,0,2023-01-05 00:00:00+00,2023,1,Thursday,0,,GIBSON ST,42.29755532959655,-71.05970910242573,"(42.29755532959655, -71.05970910242573)"
232001188,617,,LARCENY THEFT FROM BUILDING,B3, ,0,2023-01-05 15:23:00+00,2023,1,Thursday,15,,BLUE HILL AVE,42.269098509623966,-71.0936145778819,"(42.269098509623966, -71.0936145778819)"
232000111,3801,,M/V ACCIDENT - OTHER,E5, ,0,2023-01-01 10:51:00+00,2023,1,Sunday,10,,CENTRE ST & BRONX RD,42.27308699887416,-71.16078903997571,"(42.27308699887416, -71.16078903997571)"
232000455,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1, ,0,2023-01-02 17:53:00+00,2023,1,Monday,17,,"TREMONT ST & WINTER ST
BOSTON  MA 02111
UNITED STA",42.35624901546548,-71.06227102011543,"(42.35624901546548, -71.06227102011543)"
232002167,2905,,VAL - VIOLATION OF AUTO LAW,A1,77,0,2023-01-05 15:27:00+00,2023,1,Thursday,15,,NEW SUDBURY ST,42.361838566564714,-71.05976489094158,"(42.361838566564714, -71.05976489094158)"
232000268,724,,AUTO THEFT,E5,691,0,2023-01-01 11:00:00+00,2023,1,Sunday,11,,CENTRE ST,42.28709355259107,-71.14822128377165,"(42.28709355259107, -71.14822128377165)"
232000262,3802,,M/V ACCIDENT - PROPERTY DAMAGE,A15,51,0,2023-01-02 02:43:00+00,2023,1,Monday,2,,"MAIN ST & SULLIVAN SQ
CHARLESTOWN  MA 02129
UNITED",42.38410001292887,-71.07299203062853,"(42.38410001292887, -71.07299203062853)"
232000265,3115,,INVESTIGATE PERSON,B2, ,0,2023-01-01 11:30:00+00,2023,1,Sunday,11,,WINTHROP ST,42.326477314616426,-71.08261471781915,"(42.326477314616426, -71.08261471781915)"
232000534,2670,,HARASSMENT/ CRIMINAL HARASSMENT,A1, ,0,2023-01-03 06:36:00+00,2023,1,Tuesday,6,,NEW CHARDON ST,42.362737738099035,-71.06084469999688,"(42.362737738099035, -71.06084469999688)"
232002351,3115,,INVESTIGATE PERSON,D14, ,0,2023-01-03 11:28:00+00,2023,1,Tuesday,11,,COMMONWEALTH AVE,42.351705713874026,-71.11989955508469,"(42.351705713874026, -71.11989955508469)"
232000704,1402,,VANDALISM,A1,67,0,2023-01-03 19:19:00+00,2023,1,Tuesday,19,,"CAMBRIDGE ST & GARDEN ST
BOSTON  MA 02114
UNITED S",42.36114999329242,-71.06694995306574,"(42.36114999329242, -71.06694995306574)"
232000904,3115,,INVESTIGATE PERSON,D4, ,0,2023-01-04 14:43:00+00,2023,1,Wednesday,14,,ALBANY ST,42.34255919133471,-71.06270823776892,"(42.34255919133471, -71.06270823776892)"
232001003,3006,,SICK/INJURED/MEDICAL - PERSON,E13, ,0,2023-01-04 19:06:00+00,2023,1,Wednesday,19,,ROBINWOOD AVE,42.316240188860284,-71.1126701066929,"(42.316240188860284, -71.1126701066929)"
232001504,3820,,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,E13, ,0,2023-01-06 16:36:00+00,2023,1,Friday,16,,GLEN RD,42.30843762580513,-71.10079364712227,"(42.30843762580513, -71.10079364712227)"
232000110,2670,,HARASSMENT/ CRIMINAL HARASSMENT,E5, ,0,2023-01-01 11:45:00+00,2023,1,Sunday,11,,BROOKWAY TER,42.2910074247751,-71.12027829205837,"(42.2910074247751, -71.12027829205837)"
232000235,2647,,THREATS TO DO BODILY HARM,A7, ,0,2023-01-01 20:58:00+00,2023,1,Sunday,20,,MERIDIAN ST,42.37172931527527,-71.03899984735429,"(42.37172931527527, -71.03899984735429)"
232007012,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,D14,778,0,2023-01-01 21:00:00+00,2023,1,Sunday,21,,WASHINGTON ST,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)"
232000459,3115,,INVESTIGATE PERSON,A1, ,0,2023-01-02 14:30:00+00,2023,1,Monday,14,,"SUMMER ST & HAWLEY ST
BOSTON  MA 02110
UNITED STAT",42.35496002642055,-71.05975994142077,"(42.35496002642055, -71.05975994142077)"
232000956,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1, ,0,2023-01-04 17:19:00+00,2023,1,Wednesday,17,,"CONGRESS ST & FRANKLIN ST
BOSTON  MA 02110
UNITED ",42.35562800471439,-71.05567695861502,"(42.35562800471439, -71.05567695861502)"
232000261,3115,,INVESTIGATE PERSON,C6, ,0,2023-01-02 02:53:00+00,2023,1,Monday,2,,WILLOW CT,42.324905020968814,-71.0643347967192,"(42.324905020968814, -71.0643347967192)"
232000436,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2, ,0,2023-01-02 17:57:00+00,2023,1,Monday,17,,JULIAN ST,42.31894676544494,-71.07452769694522,"(42.31894676544494, -71.07452769694522)"
232000631,3114,,INVESTIGATE PROPERTY,D14, ,0,2023-01-03 14:07:00+00,2023,1,Tuesday,14,,KELTON ST,42.34690447909521,-71.13691399896604,"(42.34690447909521, -71.13691399896604)"
232001386,2647,,THREATS TO DO BODILY HARM,D4, ,0,2023-01-05 11:50:00+00,2023,1,Thursday,11,,CLARENDON ST,42.34939238310022,-71.07457981084212,"(42.34939238310022, -71.07457981084212)"
232000894,3301,,VERBAL DISPUTE,B2,296,0,2023-01-02 14:35:00+00,2023,1,Monday,14,,DUNREATH ST,42.3230051439498,-71.08081695512372,"(42.3230051439498, -71.08081695512372)"
232001311,617,,LARCENY THEFT FROM BUILDING,C11,355,0,2023-01-03 06:58:00+00,2023,1,Tuesday,6,,GIBSON ST,42.29755532959655,-71.05970910242573,"(42.29755532959655, -71.05970910242573)"
232001190,3115,,INVESTIGATE PERSON,B2, ,0,2023-01-05 15:33:00+00,2023,1,Thursday,15,,DUDLEY ST,42.32488222333777,-71.07475862224486,"(42.32488222333777, -71.07475862224486)"
232001306,3119,,FIREARM/WEAPON - FOUND OR CONFISCATED,D14, ,0,2023-01-05 19:58:00+00,2023,1,Thursday,19,,WAVERLY ST,42.36071668955797,-71.14290976124298,"(42.36071668955797, -71.14290976124298)"
232002219,3201,,PROPERTY - LOST/ MISSING,E18,520,0,2023-01-01 12:00:00+00,2023,1,Sunday,12,,HYDE PARK AVE,42.256215920402155,-71.12401947329023,"(42.256215920402155, -71.12401947329023)"
232000642,1831,,SICK ASSIST,B3, ,0,2023-01-03 14:09:00+00,2023,1,Tuesday,14,,MILTON AVE,42.28576134497801,-71.07801426223435,"(42.28576134497801, -71.07801426223435)"
232001438,617,,LARCENY THEFT FROM BUILDING,E13,509,0,2023-01-04 12:25:00+00,2023,1,Wednesday,12,,WACHUSETT ST,42.29592712119377,-71.1137620671499,"(42.29592712119377, -71.1137620671499)"
232001281,617,,LARCENY THEFT FROM BUILDING,E13, ,0,2023-01-05 20:00:00+00,2023,1,Thursday,20,,WASHINGTON ST,42.305168878094186,-71.10877688606297,"(42.305168878094186, -71.10877688606297)"
232000234,801,,ASSAULT - SIMPLE,B3, ,0,2023-01-01 21:13:00+00,2023,1,Sunday,21,,RIVER ST,42.26726416205867,-71.09461108569424,"(42.26726416205867, -71.09461108569424)"
232000298,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,796,0,2023-01-02 10:07:00+00,2023,1,Monday,10,,LINDEN ST,42.35179210595859,-71.13023989001286,"(42.35179210595859, -71.13023989001286)"
232000750,3201,,PROPERTY - LOST/ MISSING,B3,465,0,2023-01-04 00:50:00+00,2023,1,Wednesday,0,,BLUE HILL AVE,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
232000813,423,,ASSAULT - AGGRAVATED,B2, ,0,2023-01-04 10:13:00+00,2023,1,Wednesday,10,,DUDLEY ST,42.32324827857789,-71.07344038215412,"(42.32324827857789, -71.07344038215412)"
232002774,619,,LARCENY ALL OTHERS,C6, ,0,2023-01-05 09:00:00+00,2023,1,Thursday,9,,WOODWARD ST,42.331451790282564,-71.0561679567649,"(42.331451790282564, -71.0561679567649)"
232001242,617,,LARCENY THEFT FROM BUILDING,E13, ,0,2023-01-05 17:26:00+00,2023,1,Thursday,17,,S HUNTINGTON AVE,42.33041036318887,-71.11148382266867,"(42.33041036318887, -71.11148382266867)"
232001914,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,E5, ,0,2023-01-06 15:00:00+00,2023,1,Friday,15,,ORANGE ST,42.28257247833827,-71.13834083026174,"(42.28257247833827, -71.13834083026174)"
232000245,1402,,VANDALISM,C6, ,0,2023-01-01 12:00:00+00,2023,1,Sunday,12,,ALLSTATE RD,42.32696647136389,-71.06198606584843,"(42.32696647136389, -71.06198606584843)"
232000428,3502,,MISSING PERSON - LOCATED,E18,478,0,2023-01-02 10:15:00+00,2023,1,Monday,10,,BLAKE STREET,,,
232000432,724,,AUTO THEFT,D14, ,0,2023-01-02 18:00:00+00,2023,1,Monday,18,,BRIGHTON AVE,42.35329785070248,-71.1340502835668,"(42.35329785070248, -71.1340502835668)"
232000722,3115,,INVESTIGATE PERSON,C11, ,0,2023-01-03 19:53:00+00,2023,1,Tuesday,19,,LYON ST,42.30638322801941,-71.06021217719662,"(42.30638322801941, -71.06021217719662)"
232001153,3802,,M/V ACCIDENT - PROPERTY DAMAGE,E5, ,0,2023-01-05 00:00:00+00,2023,1,Thursday,0,,"CUMMINS HWY & ROWE ST
ROSLINDALE  MA 02131
UNITED ",42.280672962933735,-71.12067305484706,"(42.280672962933735, -71.12067305484706)"
232001308,3115,,INVESTIGATE PERSON,D14, ,0,2023-01-05 21:36:00+00,2023,1,Thursday,21,,CHESTNUT HILL AVE,42.34277451428177,-71.15374397416016,"(42.34277451428177, -71.15374397416016)"
232000053,801,,ASSAULT - SIMPLE,A1,84,0,2023-01-01 03:27:00+00,2023,1,Sunday,3,,HANOVER ST,42.36339153780444,-71.05488122570605,"(42.36339153780444, -71.05488122570605)"
232000185,3207,,PROPERTY - FOUND,A1,112,0,2023-01-01 17:15:00+00,2023,1,Sunday,17,,"BEDFORD ST & CHAUNCY ST
BOSTON  MA 02111
UNITED ST",42.35359703639957,-71.06029099024497,"(42.35359703639957, -71.06029099024497)"
232000305,3007,,SUDDEN DEATH,E13, ,0,2023-01-02 10:22:00+00,2023,1,Monday,10,,BURROUGHS ST,42.31281718494453,-71.1161288960559,"(42.31281718494453, -71.1161288960559)"
232000378,1402,,VANDALISM,C11, ,0,2023-01-02 14:50:00+00,2023,1,Monday,14,,WASHINGTON ST,42.279137854723224,-71.0697063494533,"(42.279137854723224, -71.0697063494533)"
232000420,1831,,SICK ASSIST,B3, ,0,2023-01-02 18:00:00+00,2023,1,Monday,18,,BALSAM ST,42.287107178453915,-71.089871952535,"(42.287107178453915, -71.089871952535)"
232001254,1831,,SICK ASSIST,E5,691,0,2023-01-05 00:00:00+00,2023,1,Thursday,0,,CENTRE ST,42.28720749300511,-71.1493802181409,"(42.28720749300511, -71.1493802181409)"
232001547,3115,,INVESTIGATE PERSON,D4, ,0,2023-01-06 20:12:00+00,2023,1,Friday,20,,WESTLAND AVE,42.34376458213396,-71.08866865414066,"(42.34376458213396, -71.08866865414066)"
232000561,3201,,PROPERTY - LOST/ MISSING,D14,787,0,2023-01-02 03:00:00+00,2023,1,Monday,3,,SUTHERLAND RD,42.340234082495314,-71.14800614129715,"(42.340234082495314, -71.14800614129715)"
232000550,3503,,MISSING PERSON - NOT REPORTED - LOCATED,B2, ,0,2023-01-03 07:03:00+00,2023,1,Tuesday,7,,WAVERLY ST,42.32037671039494,-71.07903446612556,"(42.32037671039494, -71.07903446612556)"
232000844,3115,,INVESTIGATE PERSON,A7,25,0,2023-01-04 10:13:00+00,2023,1,Wednesday,10,,WHITE ST,42.380531919083225,-71.0351043887192,"(42.380531919083225, -71.0351043887192)"
232000979,3811,,M/V ACCIDENT - INVOLVING BICYCLE - NO INJURY,A1, ,0,2023-01-04 19:17:00+00,2023,1,Wednesday,19,,"CAMBRIDGE ST & CHARLES RIVER PLZ
BOSTON  MA 02114
",42.3612220068087,-71.06553899149108,"(42.3612220068087, -71.06553899149108)"
